,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,State abbreviation,Geographic region,Level of institution,Control of institution,"Graduation rate - Bachelor degree within 6 years, total",Percent of undergraduate enrollment that are women,CITY,STABBR,ZIP,LONGITUD,LATITUDE
866,Gardner-Webb University,5481.0,2640.0,435.0,77.0,51.0,440.0,550.0,460.0,570.0,430.0,550.0,19.0,25.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,55.0,65.0,Boiling Springs,NC,28017-0997,-81.668141,35.24732
867,Greensboro College,1314.0,1029.0,200.0,83.0,43.0,390.0,500.0,400.0,520.0,380.0,480.0,15.0,21.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,31.0,51.0,Greensboro,NC,27401-1875,-79.800232,36.071082000000004
868,Guilford College,3030.0,2066.0,407.0,65.0,28.0,460.0,610.0,480.0,580.0,450.0,580.0,20.0,26.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,57.0,56.0,Greensboro,NC,27410-4108,-79.887737,36.094233
869,High Point University,7663.0,4918.0,1257.0,85.0,42.0,490.0,580.0,500.0,600.0,480.0,580.0,21.0,26.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,62.0,59.0,High Point,NC,27268,-79.994675,35.972035
870,Johnson C Smith University,4777.0,1752.0,232.0,78.0,50.0,363.0,470.0,370.0,450.0,0.0,0.0,15.0,19.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,44.0,59.0,Charlotte,NC,28216-5398,-80.857251,35.243033000000004
871,Lees-McRae College,1751.0,1164.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,38.0,60.0,Banner Elk,NC,28604,-81.87337099999999,36.162477
872,Lenoir-Rhyne University,4762.0,3241.0,310.0,63.0,42.0,430.0,530.0,450.0,550.0,0.0,0.0,18.0,23.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,49.0,58.0,Hickory,NC,28601,-81.327598,35.739968
873,Livingstone College,3270.0,2329.0,395.0,58.0,35.0,320.0,410.0,320.0,410.0,310.0,390.0,13.0,16.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,20.0,44.0,Salisbury,NC,28144,-80.483956,35.670877000000004
874,Mars Hill University,2899.0,1869.0,419.0,74.0,49.0,410.0,510.0,420.0,530.0,0.0,0.0,17.0,23.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,38.0,50.0,Mars Hill,NC,28754,-82.551827,35.82752
875,Meredith College,1762.0,1098.0,415.0,68.0,31.0,460.0,570.0,470.0,570.0,0.0,0.0,20.0,25.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,62.0,100.0,Raleigh,NC,27607-5298,-78.689995,35.799351
876,Methodist University,4079.0,2497.0,452.0,77.0,9.0,420.0,520.0,440.0,540.0,400.0,490.0,18.0,23.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,43.0,46.0,Fayetteville,NC,28311-1420,-78.874426,35.135058
877,Montreat College,700.0,380.0,109.0,73.0,47.0,400.0,550.0,420.0,530.0,0.0,0.0,17.0,23.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,39.0,57.0,Montreat,NC,28757-1267,-82.2976,35.646577
878,North Carolina A & T State University,4480.0,3120.0,1849.0,86.0,24.0,400.0,480.0,420.0,500.0,390.0,470.0,17.0,21.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,43.0,54.0,Greensboro,NC,27411,-79.773375,36.07282
879,University of North Carolina at Asheville,3036.0,1944.0,553.0,84.0,16.0,550.0,650.0,550.0,640.0,520.0,620.0,24.0,27.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,60.0,57.0,Asheville,NC,28804-8510,-82.565392,35.617067999999996
880,University of North Carolina at Chapel Hill,28437.0,7847.0,3915.0,78.0,24.0,590.0,700.0,610.0,710.0,580.0,690.0,28.0,32.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,90.0,58.0,Chapel Hill,NC,27599,-79.050969,35.911769
881,University of North Carolina at Charlotte,13742.0,9416.0,3541.0,86.0,20.0,480.0,560.0,500.0,600.0,470.0,550.0,20.0,25.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,54.0,48.0,Charlotte,NC,28223-0001,-80.730919,35.306022
882,University of North Carolina at Greensboro,10112.0,6069.0,2516.0,90.0,10.0,460.0,560.0,470.0,560.0,440.0,540.0,21.0,25.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,55.0,65.0,Greensboro,NC,27402-6170,-79.809414,36.068236
883,North Carolina Central University,8886.0,4472.0,1407.0,90.0,9.0,390.0,460.0,400.0,470.0,370.0,450.0,16.0,19.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,40.0,67.0,Durham,NC,27707,-78.898602,35.974237
884,North Carolina State University at Raleigh,20700.0,10353.0,4398.0,76.0,19.0,550.0,640.0,590.0,670.0,520.0,620.0,25.0,30.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,74.0,44.0,Raleigh,NC,27695-7001,-78.67451700000001,35.785111
885,North Carolina Wesleyan College,1634.0,764.0,222.0,71.0,29.0,370.0,470.0,400.0,500.0,0.0,0.0,15.0,20.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,33.0,59.0,Rocky Mount,NC,27804,-77.77398199999999,36.019665
886,University of North Carolina Wilmington,11184.0,6061.0,2053.0,78.0,37.0,540.0,620.0,560.0,630.0,520.0,600.0,22.0,26.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,71.0,60.0,Wilmington,NC,28403-5963,-77.875527,34.225223
887,William Peace University,1083.0,984.0,328.0,81.0,39.0,410.0,520.0,400.0,510.0,0.0,0.0,16.0,21.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,43.0,71.0,Raleigh,NC,27604-1194,-78.637697,35.789139
888,University of North Carolina at Pembroke,3087.0,2224.0,1020.0,88.0,11.0,410.0,500.0,430.0,510.0,390.0,480.0,18.0,21.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,33.0,62.0,Pembroke,NC,28372-1510,-79.200347,34.688313
889,Pfeiffer University,1662.0,1597.0,218.0,89.0,24.0,410.0,520.0,440.0,540.0,400.0,500.0,18.0,22.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,48.0,60.0,Misenheimer,NC,28109-0960,-80.283168,35.484696
890,Queens University of Charlotte,1949.0,1498.0,316.0,81.0,47.0,470.0,560.0,470.0,580.0,460.0,560.0,21.0,26.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,52.0,72.0,Charlotte,NC,28274-0001,-80.83350899999999,35.189051
891,Mid-Atlantic Christian University,168.0,69.0,37.0,74.0,26.0,340.0,530.0,360.0,500.0,0.0,0.0,14.0,20.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,60.0,52.0,Elizabeth City,NC,27909-4054,-76.217139,36.304673
892,Saint Augustine's University,2560.0,1725.0,327.0,52.0,47.0,330.0,423.0,335.0,435.0,0.0,0.0,13.0,17.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,29.0,50.0,Raleigh,NC,27610-2298,-78.621301,35.785468
893,Salem College,854.0,497.0,174.0,73.0,50.0,510.0,620.0,490.0,580.0,0.0,0.0,22.0,27.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,64.0,95.0,Winston-Salem,NC,27101,-80.241297,36.086271
894,Shaw University,6207.0,3382.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,30.0,56.0,Raleigh,NC,27601,-78.637693,35.771181
895,Wake Forest University,11121.0,3915.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,86.0,52.0,Winston-Salem,NC,27106,-80.277446,36.133609
896,Warren Wilson College,1214.0,845.0,220.0,69.0,44.0,530.0,660.0,480.0,590.0,520.0,610.0,23.0,27.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,51.0,61.0,Swannanoa,NC,28778-2099,-82.442619,35.610328
897,Wingate University,5323.0,4221.0,642.0,86.0,47.0,440.0,550.0,470.0,570.0,430.0,530.0,19.0,24.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,53.0,59.0,Wingate,NC,28174-0159,-80.44305,34.986064
898,Winston-Salem State University,5164.0,2874.0,685.0,93.0,25.0,410.0,470.0,430.0,490.0,380.0,460.0,16.0,19.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,46.0,71.0,Winston-Salem,NC,27110-0001,-80.225033,36.089554
899,Western Carolina University,15231.0,5736.0,1558.0,87.0,17.0,460.0,560.0,480.0,570.0,440.0,530.0,20.0,24.0,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,51.0,55.0,Cullowhee,NC,28723-9646,-83.186258,35.308979
900,Dickinson State University,417.0,203.0,165.0,14.0,77.0,425.0,533.0,405.0,505.0,380.0,475.0,18.0,23.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,38.0,61.0,Dickinson,ND,58601-4896,-102.799679,46.882917
901,University of Jamestown,1088.0,619.0,261.0,18.0,82.0,430.0,570.0,430.0,530.0,0.0,0.0,21.0,24.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,51.0,53.0,Jamestown,ND,58405,-98.69841600000001,46.914302
902,University of Mary,945.0,785.0,440.0,10.0,89.0,450.0,570.0,450.0,560.0,0.0,0.0,20.0,25.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,49.0,64.0,Bismarck,ND,58504,-100.75274,46.723766999999995
903,Mayville State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,36.0,56.0,Mayville,ND,58257-1299,-97.322554,47.505415
904,Minot State University,959.0,543.0,397.0,10.0,85.0,428.0,500.0,438.0,543.0,0.0,0.0,19.0,24.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,37.0,61.0,Minot,ND,58707,-101.29861,48.246961
905,University of North Dakota,5404.0,3983.0,2360.0,7.0,94.0,470.0,590.0,500.0,610.0,450.0,550.0,21.0,26.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,53.0,43.0,Grand Forks,ND,58202-8193,-97.071738,47.921654
906,North Dakota State University-Main Campus,5812.0,4888.0,2553.0,4.0,98.0,490.0,625.0,490.0,650.0,450.0,580.0,21.0,26.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,53.0,44.0,Fargo,ND,58108-6050,-96.800838,46.893127
907,Valley City State University,345.0,286.0,186.0,6.0,89.0,420.0,460.0,440.0,510.0,380.0,440.0,18.0,23.0,North Dakota,Plains IA KS MN MO NE ND SD,Four or more years,Public,46.0,56.0,Valley City,ND,58072,-98.00389,46.918517
908,University of Akron Main Campus,10575.0,10204.0,3812.0,13.0,90.0,450.0,590.0,470.0,610.0,0.0,0.0,18.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,40.0,48.0,Akron,OH,44325-4702,-81.511679,41.078551000000004
909,Ashland University,2931.0,2180.0,623.0,11.0,94.0,430.0,550.0,440.0,550.0,440.0,530.0,20.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,56.0,51.0,Ashland,OH,44805,-82.321061,40.861755
910,Baldwin Wallace University,4220.0,2699.0,762.0,34.0,78.0,470.0,610.0,480.0,590.0,0.0,0.0,21.0,27.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,71.0,55.0,Berea,OH,44017-2088,-81.85114499999999,41.373017
911,Bluffton University,1784.0,947.0,250.0,12.0,94.0,430.0,560.0,440.0,580.0,0.0,0.0,19.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,60.0,50.0,Bluffton,OH,45817-2104,-83.899439,40.895606
912,Bowling Green State University-Main Campus,15689.0,11370.0,3348.0,15.0,92.0,440.0,560.0,440.0,570.0,450.0,580.0,19.0,24.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,54.0,56.0,Bowling Green,OH,43403,-83.640896,41.375513
913,Capital University,3640.0,2768.0,691.0,20.0,93.0,470.0,600.0,490.0,610.0,440.0,580.0,21.0,27.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,58.0,58.0,Columbus,OH,43209-2394,-82.937867,39.954875
914,Case Western Reserve University,18418.0,7713.0,1252.0,65.0,60.0,600.0,720.0,670.0,760.0,620.0,710.0,29.0,33.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,80.0,45.0,Cleveland,OH,44106,-81.609596,41.507419
915,Cedarville University,3267.0,2418.0,781.0,51.0,76.0,540.0,640.0,540.0,640.0,520.0,630.0,24.0,29.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,73.0,53.0,Cedarville,OH,45314-0601,-83.81469200000001,39.749237
916,Central State University,7142.0,2377.0,420.0,13.0,57.0,370.0,470.0,360.0,450.0,0.0,0.0,15.0,19.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,25.0,53.0,Wilberforce,OH,45384-1004,-83.880186,39.715787
917,University of Cincinnati-Main Campus,16002.0,11721.0,4486.0,89.0,29.0,490.0,620.0,510.0,640.0,490.0,600.0,22.0,28.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,63.0,50.0,Cincinnati,OH,45221-0063,-84.51428,39.131159000000004
918,Ohio Christian University,1455.0,1413.0,719.0,14.0,89.0,400.0,490.0,360.0,490.0,380.0,470.0,17.0,23.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,33.0,61.0,Circleville,OH,43113-9487,-82.904885,39.613155
919,Cleveland State University,6768.0,4255.0,1727.0,22.0,88.0,450.0,570.0,460.0,580.0,0.0,0.0,19.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,32.0,54.0,Cleveland,OH,44115-2214,-81.674355,41.502280999999996
920,University of Dayton,15719.0,8327.0,1761.0,35.0,81.0,490.0,600.0,530.0,630.0,500.0,590.0,24.0,29.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,77.0,48.0,Dayton,OH,45469,-84.176113,39.739546999999995
921,Defiance College,1704.0,1220.0,241.0,18.0,90.0,380.0,530.0,410.0,550.0,0.0,0.0,18.0,23.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,46.0,48.0,Defiance,OH,43512,-84.357075,41.296842
922,Denison University,4770.0,2193.0,582.0,22.0,38.0,590.0,660.0,600.0,670.0,0.0,0.0,27.0,31.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,81.0,58.0,Granville,OH,43023,-82.52327199999999,40.071505
923,The University of Findlay,2260.0,1544.0,581.0,23.0,94.0,480.0,570.0,480.0,580.0,470.0,560.0,21.0,26.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,56.0,62.0,Findlay,OH,45840-3653,-83.652313,41.053344
924,Heidelberg University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,51.0,50.0,Tiffin,OH,44883-2462,-83.168387,41.114833000000004
925,Hiram College,2542.0,1458.0,290.0,22.0,86.0,430.0,600.0,450.0,580.0,430.0,560.0,19.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,65.0,55.0,Hiram,OH,44234-0067,-81.14398100000001,41.3107
926,John Carroll University,3721.0,3101.0,793.0,48.0,79.0,490.0,590.0,500.0,600.0,480.0,600.0,22.0,27.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,75.0,48.0,University Heights,OH,44118-4538,-81.531338,41.491321
927,Kent State University at Salem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,32.0,71.0,Salem,OH,44460,-80.835458,40.86408
928,Kent State University at Kent,15970.0,13259.0,4111.0,26.0,83.0,470.0,570.0,470.0,570.0,450.0,560.0,20.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,52.0,59.0,Kent,OH,44242-0001,-81.34253299999999,41.146653
929,Kenyon College,4054.0,1556.0,483.0,65.0,45.0,630.0,720.0,600.0,690.0,630.0,730.0,28.0,32.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,89.0,54.0,Gambier,OH,43022,-82.397977,40.374408
930,Lake Erie College,1158.0,644.0,205.0,33.0,80.0,430.0,520.0,440.0,540.0,405.0,515.0,19.0,23.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,45.0,49.0,Painesville,OH,44077-3389,-81.251817,41.717841
931,Lourdes University,1307.0,906.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,32.0,70.0,Sylvania,OH,43560-2898,-83.706108,41.710009
932,Malone University,1333.0,957.0,316.0,21.0,92.0,460.0,558.0,463.0,578.0,0.0,0.0,19.0,26.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,59.0,57.0,Canton,OH,44709-3308,-81.376863,40.825662
933,Marietta College,4168.0,2662.0,385.0,34.0,78.0,0.0,0.0,500.0,630.0,440.0,660.0,21.0,27.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,55.0,42.0,Marietta,OH,45750,-81.45004499999999,39.41668
934,Miami University-Oxford,22520.0,15034.0,3644.0,32.0,85.0,540.0,650.0,580.0,680.0,0.0,0.0,25.0,30.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,81.0,52.0,Oxford,OH,45056,-84.732954,39.507757
935,University of Mount Union,2660.0,1894.0,552.0,23.0,90.0,440.0,540.0,540.0,580.0,0.0,0.0,20.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,63.0,50.0,Alliance,OH,44601-3929,-81.111029,40.905256
936,Mount Vernon Nazarene University,1279.0,812.0,302.0,14.0,99.0,480.0,620.0,470.0,580.0,0.0,0.0,20.0,26.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,60.0,64.0,Mount Vernon,OH,43050-9500,-82.471074,40.372901
937,Muskingum University,2001.0,1520.0,405.0,13.0,88.0,400.0,520.0,420.0,540.0,380.0,500.0,18.0,24.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,48.0,55.0,New Concord,OH,43762,-81.737127,39.996584999999996
938,Notre Dame College,2468.0,2227.0,338.0,23.0,80.0,398.0,500.0,418.0,520.0,0.0,0.0,18.0,22.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,39.0,55.0,Cleveland,OH,44121-4293,-81.51661700000001,41.506894
939,Oberlin College,7438.0,2262.0,781.0,71.0,42.0,650.0,740.0,620.0,715.0,645.0,730.0,28.0,32.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,89.0,55.0,Oberlin,OH,44074,-82.21679499999999,41.291992
940,Ohio Dominican University,2652.0,1310.0,239.0,18.0,92.0,440.0,540.0,480.0,580.0,430.0,520.0,20.0,24.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,41.0,58.0,Columbus,OH,43219,-82.940689,39.992764
941,Ohio Northern University,3325.0,2256.0,613.0,95.0,22.0,490.0,620.0,530.0,650.0,500.0,620.0,23.0,29.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,69.0,48.0,Ada,OH,45810-1599,-83.82744100000001,40.7662
942,Ohio State University-Lima Campus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,37.0,55.0,Lima,OH,45804,-84.02384,40.738521
943,Ohio State University-Mansfield Campus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,42.0,55.0,Mansfield,OH,44906,-82.58019399999999,40.796535999999996
944,Ohio State University-Marion Campus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,45.0,54.0,Marion,OH,43302-5695,-83.090597,40.577779
945,Ohio State University-Newark Campus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,43.0,52.0,Newark,OH,43055,-82.447441,40.069314
946,Ohio State University-Main Campus,31359.0,17413.0,7130.0,39.0,83.0,540.0,660.0,610.0,720.0,550.0,660.0,27.0,31.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,83.0,47.0,Columbus,OH,43210,-83.014853,39.999324
947,Ohio University-Main Campus,20765.0,15149.0,4244.0,28.0,89.0,480.0,600.0,490.0,600.0,470.0,580.0,22.0,26.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,66.0,60.0,Athens,OH,45701-2979,-82.100985,39.326798
948,Ohio Wesleyan University,4029.0,3035.0,541.0,49.0,68.0,490.0,620.0,500.0,630.0,490.0,610.0,22.0,27.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,63.0,54.0,Delaware,OH,43015-2370,-83.069757,40.295963
949,Otterbein University,3176.0,2342.0,575.0,23.0,89.0,490.0,590.0,490.0,585.0,470.0,570.0,21.0,26.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,59.0,62.0,Westerville,OH,43081,-82.936444,40.125327
950,University of Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,32.0,62.0,Rio Grande,OH,45674,-82.378852,38.881764000000004
951,Shawnee State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,24.0,58.0,Portsmouth,OH,45662,-82.993769,38.730866999999996
952,Franciscan University of Steubenville,1889.0,1437.0,460.0,51.0,53.0,540.0,650.0,510.0,620.0,0.0,0.0,23.0,28.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,71.0,62.0,Steubenville,OH,43952-1763,-80.620524,40.376919
953,Tiffin University,5228.0,2016.0,1313.0,14.0,83.0,440.0,523.0,420.0,540.0,0.0,0.0,18.0,23.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,43.0,59.0,Tiffin,OH,44883,-83.184197,41.118316
954,University of Toledo,11066.0,10040.0,3428.0,11.0,92.0,450.0,570.0,460.0,600.0,430.0,560.0,19.0,25.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Public,46.0,49.0,Toledo,OH,43606-3390,-83.614714,41.660571999999995
955,Union Institute & University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,31.0,55.0,Cincinnati,OH,45206-1925,-84.50016600000001,39.126921
956,Ursuline College,441.0,255.0,103.0,17.0,94.0,430.0,630.0,480.0,580.0,440.0,600.0,19.0,24.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,50.0,92.0,Pepper Pike,OH,44124,-81.465118,41.497035
